"entidad","periodo","C110_Disponibilidades","C120_Inversiones","C130_Creditos","C139_Estimaciones","C140_CuentasxCobrar","C150_BienesVenta","C160_PartEmpresas","C170_PropiedadesEquipo","C180_OtrosActivos","C210_OblPublico","C220_OblBCCR","C230_OblEntidades","C240_CuentasxPagar","C250_OtrosPasivos","C260_ObligSubord","C310_CapitalSocial","C330_AjusOtrosResultados","C320_AportNoCap","C340_Reservas","C350_ResultadosAcum"
"BAC",2016-04-01,413628210849,168122376450,1865828473939,-33437410554,990745131,443496491,24244500,12106405234,15638404997,1684966988573,0,422689892290,32131494788,13801040893,0,187245321000,2349061655,560000072,30461165630,86985296089
"BAC",2016-05-01,437520132409,161381715328,1890685244627,-35509810573,4291804919,392908640,24252640,12151039534,16291851626,1729231971905,0,429590706561,22778462599,14041304261,0,187245321000,2089670714,560000072,30461165630,86985296089
"BAC",2016-06-01,420777388869,155769716679,1933771210417,-36120289084,1377950549,371227214,24353528,12365040551,22314045173,1719364117609,0,443984028456,34733568675,14493506960,0,187245321000,2025092620,560000072,33153049216,84293412502
"BAC",2016-07-01,458986592223,186769012375,1929710755232,-36748604759,1812519272,455884635,24370878,12224853648,23626888239,1772982425585,0,438580507364,49156376670,14644153005,0,187245321000,2048049621,560000072,33153049216,111212248365
"BAC",2016-08-01,431601016529,153509711572,1970294526918,-39813553056,4644846490,314888200,24399688,12661614592,21831193826,1764500417203,16001222222,420416791597,36406523857,14992630167,0,187245321000,1939773344,560000072,33153049216,111212248365
"BAC",2016-09-01,477420243405,157958248951,1976638167574,-39886016271,1371954524,318693689,24403436,12683847771,25953920166,1786782500848,17001298611,442078248237,46072422928,15080080351,0,187245321000,1780481251,560000072,33153049216,111212248365
"BAC",2016-10-01,470435440419,162760448620,2019845611511,-42247857513,2020594130,375825195,24414682,13115090463,25052423230,1839144737974,4000305556,445950104433,40021913660,15386947328,0,187245321000,1867782825,560000072,33153049216,111212248365
"BAC",2016-11-01,519641977002,160240142853,2077584609861,-43634429060,2045091805,360258759,24397224,12976159589,26410489960,1948344378737,12000916667,447342870260,39787617926,15717093141,0,187245321000,1721053418,4009000072,33153049216,91795998365
"BAC",2016-12-01,510450198523,166785029423,2132119605976,-44664532055,4380654211,254489404,24423250,13260770661,33528338111,1976255754336,13503093750,466915398784,46399994414,16275950088,0,187245321000,1636659995,4009000072,35510710095,89475018219
"BAC",2017-01-01,521482975981,157107130158,2116028090610,-50815517511,2425716681,226655990,24429354,13307630797,31043607401,1987740448877,2800213889,446841309477,42065529550,16250219742,0,187245321000,1666569557,4009000072,35510710095,113051627012
"BAC",2017-02-01,584680282123,178068755162,2141499606293,-55004322143,1753512313,219666541,24498327,13306718470,32952278471,2063850617347,14501107639,459617357999,48550599263,16344843069,0,190694321000,1644250980,560000072,35510710095,113051627012
"BAC",2017-03-01,564217379950,179481238811,2151634029381,-57628509686,2282386071,241919979,24490187,13310796095,17963377863,2078919835244,27302085417,421296911637,36022553312,16373398517,0,190694321000,1506765134,560000072,35510710095,110827627012
"BAC",2017-04-01,516416070453,193669287331,2188933554111,-60346069711,3502333651,227763541,24527351,13235129701,19745926131,2089625998332,10002916667,417351090591,49496065996,16427134439,0,190694321000,1537152104,560000072,35510710095,110827627012
"BAC",2017-05-01,545863191869,204977299289,2194968378074,-70729067651,2420455931,236180436,24628775,13089880033,17442252244,2145751846893,33004583333,399824243928,27925040790,16795754969,0,190694321000,1528021685,560000072,35510710095,110827627012
"BAC",2017-06-01,566194446609,175466672961,2203766398192,-72263069600,3605184863,373170351,24625776,12967972301,22520213493,2154460100800,24528917188,391998157915,37094473279,17066142053,0,190694321000,1305816804,560000072,37597951927,108740385180
"BAC",2017-07-01,536994057590,182542289957,2217574981151,-74530531713,7183339115,374004080,24644840,12920863881,22133537790,2173407666837,4100654861,393638376604,26298810206,17308821386,0,190694321000,962246908,560000072,37597951927,129050803498
"BAC",2017-08-01,549809571313,184445366234,2244041024385,-76593327271,11512784210,491435724,24677398,13154678722,21934057127,2211137572476,5850934375,391984132642,29045818878,17559698335,0,190694321000,593886579,560000072,37597951927,129050803498
"BAC",2017-09-01,497711502702,182666791667,2251367869779,-76442540535,4470664552,464882367,24639056,12975881886,28490660776,2129596854053,30009038889,386432114149,44924295328,17465242836,0,190694321000,242278218,560000072,37597951927,129050803498
"BAC",2017-10-01,526603824094,183714646889,2262821451908,-80392300555,3744484592,428812141,24621064,13336104811,26345679574,2162887436323,23003673611,408976123620,31899472620,17594762547,0,190694321000,193561767,560000072,37597951927,129050803498
"BAC",2017-11-01,584370755131,213658687219,2319279464905,-85421134724,1742229066,391595729,24585399,13649527488,28384800125,2281386800436,0,444586901732,44267094307,17675592209,0,190694321000,28144385,560000072,37597951927,129050803498
"BAC",2017-12-01,603007838686,210505229900,2388940012383,-86723514359,7145780231,391427604,24618600,13785623368,39190250088,2327794683954,7004472222,464027584130,65581798772,17967996638,0,190694321000,-208434889,560000072,39886244207,126799191950
"BAC",2018-01-01,616091852086,218577833148,2364714771225,-89862627246,5206678478,382002140,24618386,13680366408,31678574583,2344830337577,0,450529812106,51143622879,17922757618,0,190694321000,-323201551,560000072,39886244207,149682114752
"BAC",2018-02-01,634817956418,209331056655,2379131474366,-83353195185,3961007124,683255068,24626097,13630312737,32808807107,2363420912084,0,451035739779,50751249741,18139164288,0,190694321000,-214103414,560000072,39886244207,149682114752
"BAC",2018-03-01,628190189171,212391691523,2391734613934,-83739946983,1697859893,621372957,24575546,13657420032,20009818874,2372490998514,0,434275809766,47526433394,18116418406,0,190694321000,-195235087,560000072,39886244207,149682114752
"BAC",2018-04-01,662114494755,192641215112,2387126556113,-84605147439,2951484488,584294130,24571690,13577506773,17080930783,2439602734677,3500583333,383775598445,39969989034,18621638280,0,190694321000,-74637679,560000072,39886244207,140023324752
"BAC",2018-05-01,639185006593,202168045449,2392101787499,-89810348731,2851155504,914915344,24587327,13475228051,16843032809,2440907362871,0,376411382826,37263218836,18619347076,0,190694321000,265190709,560000072,39886244207,140023324752
"BAC",2018-06-01,623962747874,193486010186,2407559072041,-93319765351,1987375277,854191768,24586684,13563486107,24099162644,2410481145236,1.5005e+10,385335319362,47533650885,18631807129,0,190694321000,434509920,560000072,42552800334,127642517375
"BAC",2018-07-01,606552504802,208898801140,2410152936758,-93571813970,2724469372,918620925,24586577,13603138083,21618022823,2437868340836,0,380782897299,33520882000,18713563859,0,190694321000,383992511,560000072,42552800334,154308078644
"BAC",2018-08-01,636822933842,215882456776,2434444384151,-95230482621,2824166624,831378561,24652015,13835634197,21742580891,2469029113403,0,394245082592,43153176178,18773927025,0,190694321000,234988080,560000072,42552800334,154308078644
"BAC",2018-09-01,657427462087,225770622490,2448483490302,-98578585478,2364457365,1239813892,24754617,14744389630,28927946268,2494907602849,1100550000,398529579194,67393360370,19423631569,0,190694321000,-342768791,560000072,42552800334,144367716144
"BAC",2018-10-01,704895749246,232663741472,2564175206471,-105061874848,3240558424,1124047239,25012514,14810240321,25416133856,2586340201460,0,469203522327,60991874934,19677851484,0,190694321000,-812105931,560000072,42552800334,144367716144
"BAC",2018-11-01,739442009673,261858399926,2600766403836,-105508364749,2357460328,961093925,24937008,15011078691,25668520963,2679956633602,39006770833,434008539333,63827010055,19651611648,0,190694321000,-828126954,560000072,42552800334,140911966144
"BAC",2018-12-01,792696977460,268583751432,2621028406222,-111516413373,2354550979,1456322490,25025259,15021318556,33307688146,2744319026739,8005555556,474812784183,86598718910,19869868876,0,190694321000,-611887700,560000072,46839145904,120523051307
"BAC",2019-01-01,735587308396,260146780269,2611051287877,-114297143155,2650832226,1353333411,25062316,14826841571,29653953093,2709821258564,0,452448660544,65151995908,19780375759,0,190694321000,-543286636,560000072,46839145904,163386507004
"BAC",2019-02-01,787783594929,271317809511,2579344772220,-113513318784,3392317079,1247336896,25032328,14692490391,30636952989,2770743933267,0,410146446828,73044521999,19521935428,0,190694321000,-17051932,560000072,46839145904,163386507004
"BAC",2019-03-01,694556951100,286293167618,2533282764344,-115120160013,2257752973,1380133792,24935830,14814744614,19661659086,2680437226569,0,390525246006,57901615930,18504959864,0,190694321000,412654741,560000072,46839145904,151296507004
"BAC",2019-04-01,640614696925,253623224539,2531153268182,-117827412732,3132222955,1523932270,24903058,14658436822,15601861769,2677012612306,0,317347960228,46272310567,18235480811,0,190694321000,4290731467,560000072,46839145904,139789277004
"BAC",2019-05-01,638121473168,260982930191,2514036055029,-120920433870,2973224275,1380269890,24808060,14991408129,15746943093,2694398433098,14001999444,285156492778,43524339809,18396250193,0,190694321000,5996084069,560000072,46839145904,127969277004
"BAC",2019-06-01,612438433365,269990315302,2480823079389,-121722821981,1830577252,1580453689,24728913,16195220891,26746582675,2638349608501,200091667,286728997709,67714341151,18155941895,0,190694321000,7194101091,560000072,49361502452,125446920456
"BAC",2019-07-01,593157816882,270841974019,2467638884716,-122116091296,1610809934,1622822689,24625990,16143766784,23164332663,2637291670502,0,268325109267,45732464501,18036502839,0,190694321000,10895492878,560000072,49361502452,150670485934
"BAC",2019-08-01,567964690429,281873852221,2485194612231,-121307637020,1335135083,2317079981,24631881,15833232511,25431209871,2643241406551,2000555556,243662626410,62150980782,17854877887,0,190694321000,9925796889,560000072,49361502452,150670485934
"BAC",2019-09-01,546994455680,302207701944,2568476516881,-127182847953,1672134192,2541543675,24741872,15707232339,30875735815,2678665482387,0,292564970313,58900973278,18238188582,0,190694321000,11235672647,560000072,49361502452,150670485934
"BAC",2019-10-01,568695051111,299141525912,2571702245148,-126589455352,1027958601,2663573995,24762543,15680119229,31153649000,2676217920631,0,304318534635,62227279668,18299321096,0,190694321000,12273517425,560000072,49361502452,150670485934
"BAC",2019-11-01,584271130658,333601875808,2544606950827,-128442203127,1681455910,2966254318,24538061,15531838112,33282210875,2748154870167,0,245604559775,77312672105,17739977780,0,190694321000,14050880582,560000072,49361502452,150670485934
"BAC",2019-12-01,611630185926,326299029837,2597194453497,-132453382198,1583230179,3109081460,24657906,15917797192,39669061003,2819197986913,0,234279170969,84585027430,18263284765,0,190694321000,16963975853,560000072,52443008567,147625660551
"BAC",2020-01-01,607304989826.85,378296267055.12,2572517073448.8,-131344018605.98,2005941853.58,3209747532.12,24692927.84,54466506391.82,44580269303.61,2849520897322.46,0,269772886454.78,80542967994.6,2024450625.45,0,190694321000,20284237630.09,560000072.35,52443008567.13,187403306010.58
"BAC",2020-02-01,631066338754.69,351941455187.34,2582089115620.8,-129535360369.57,12872735896.2,3589397605.12,24681896.54,53602507397.09,46561413270.33,2857296775444.43,0,258911956268.01,100277513796.42,1994385549.73,0,190694321000,16702569170.81,560000072.35,52443008567.13,187403306010.58
"BAC",2020-03-01,675691139994,338838377626,2666642053932,-134083013302,14969189878,1691264043,24842975,53197506569,25457294894,2987161286610,0,291290298190,60955069829,2006654211,0,190694321000,5419548728,560000072,52443008567,164077986011
"BAC",2020-04-01,695689493670,379386297282,2599639788545,-125923275986,15855181699,1597281613,24672579,52732929209,24779168283,2969308900490,0,310166621823,56394804060,1909617116,0,190694321000,2098550020,560000072,52443008567,164077986011
"BAC",2020-05-01,722964663234,412908989880,2622916410254,-124959153816,15978930919,1911655337,24731162,52607513408,27821200106,3033941200988,0,305081358657,78271856584,1913419394,0,190694321000,2344609268,560000072,52443008567,163503986011
"BAC",2020-06-01,703156600293,447984101368,2621523459660,-129535360375,18946762950,3454590128,24801420,53767155899,31937736589.68,3090942523899,0,281191861396,67311927406,1862013447.44,0,190694321000,7117690623,560000072,52443008567.14,154812423510.86
"BAC",2020-07-01,696066208217,436870373185,2637512331986,-132645055355,18609417063,3589198118,24853256,54646121287,32132478158.91,3094830876454,0,261711137965,72516682172,2170325551.15,0,190694321000,8927062598,560000072,55828952406,154812423515
"BAC",2020-08-01,727851754934,442438889384,2656002098510,-143465249599,17956799173,3905244677,24956822,54156663020,31840426022,3168728682652,0,239664503585,74681800732,2182677008,0,190694321000,7772116810,560000072,55828952406,154812423515
"BAC",2020-09-01,744617771518,383845970847,2693028795247,-151448643968,16948475761,3668972562,25049785,53131069212,38396477611,3163801275535,0,236895741616,80271134059,2071584518,0,190694321000,8345596879,560000072,55828952406,154812423515
"BAC",2020-10-01,798159970270,389821495652,2700183740620,-156159915825,16290898568,3799884179,25116615,52687975281,38483255766,3237277285178,0,229318881495,84221711149,1972382291,0,190694321000,1517768143,560000072,55828952406,154812423515
"BAC",2020-11-01,842749351539,397874709062,2715905734418,-156445389719,15066809883,3890962133,25072383,51431920848,39623984699,3299539563732,0,210381499135,108078970106,1911296861,0,190694321000,2334657473,560000072,55828952406,154812423515
"BAC",2020-12-01,947535122930,435708658333,2785191143880,-159464630714,15347789930,3531359787,25163525,52131059134,44541673209,3459292376091,9000750000,282328437570,83285240503,2002072324,0,190694321000,3215857188,560000072,55828952406,154659616599
"BAC",2021-01-01,882102122926,534778336130,2756075125741,-157549448244,13302812256,3344125378,25151316,51333789370,45511668306,3438500504099,1.7783e+10,282212645583,87338627384,1939952601,0,190694321000,11655647576,560000072,57096037648,196536878331
"BAC",2021-02-01,902314001010,596442827756,2761408927493,-154201870789,13046030840,3379813925,25147888,50631460925,44310303325,3484932539503,4.0014e+10,274543677737,104724595641,1922486200,0,190694321000,12199170695,560000072,57096037648,196536878331
"BAC",2021-03-01,800785520883,606559827263,2797436053411,-157838712703,15522592174,3178168263,25147567,48604144570,25407081164,3459636449428,6.2244e+10,253912590251,52748036400,2197200787,0,190694321000,11891546349,560000072,57096037648,196536878331
"BAC",2021-04-01,811985498874,561730965034,2794272153082,-172289987870,13128889589,2904876781,25186444,46629109289,25408745109,3404295875311,8.8919e+10,241265211785,51786246323,2185443104,0,190694321000,13775142711,560000072,57096037648,196536878331
"BAC",2021-05-01,801300892797,583369224238,2816384350096,-175243663365,11478025683,2844279253,25195012,44875372643,25854631670,3421830620020,9.982e+10,219286780675,70369105617,2466539948,0,190694321000,13960557925,560000072,57096037648,196536878331
"BAC",2021-06-01,782354087944,631050383059,2842418078039,-180297822660,12689567907,2561325653,25213005,44633720844,32180754110,3486219007651,9.982e+10,213260426627,70261653269,2422067317,0,190694321000,17285530576,560000072,57096037648,196536878331
"BAC",2021-07-01,765736699949,608949672483,2866884476380,-178535496086,13071603360,2380154780,25224358,44157064572,35210819754,3459334518490,9.982e+10,216500977141,77575911209,2392656840,0,190694321000,17547553346,560000072,58471758455,196536878331
"BAC",2021-08-01,779780018635,622581202072,2925544948762,-181494579282,11949550414,2455253004,25261629,43815759131,29420546860,3547821226828,9.982e+10,209231694994,68655583906,1692124960,0,190694321000,21333989263,560000072,58471758455,196536878331
"BAC",2021-09-01,781234357997,623249932840,2982773691483,-168875236894,12091658002,2545319326,25296436,43120424256,36417026286,3585775471556,9.982e+10,210701530547,84599165286,2008650184,0,190694321000,18484515022,560000072,58471758455,196536878331
"BAC",2021-10-01,745158197352,609612956305,3044959942001,-171918310715,11801790801,3186101224,25426348,42586407300,39678015586,3581489660948,9.982e+10,204729705170,106008062792,2035500645,0,190694321000,14231691332,560000072,58471758455,196536878331
"BAC",2021-11-01,858039928575,592468023185,3091384281906,-167953796838,12201829198,3430820692,25337518,42059033330,37090086868,3743278143907,9.982e+10,195468362462,93239557360,2050221354,0,190694321000,13125354750,16288000072,58471758455,180808878331
"BAC",2021-12-01,833758458661,634604470615,3170551200025,-171159324290,12987792943,3446106020,25477284,45614237636,45818848881,3800884260137,116521855556,198109960070,116432061167,2103747132,0,190694321000,12845665289,16288000072,58471758456,180808878331
"BAC",2022-01-01,828642511520,681021780300,3172806392747,-169094338431,17414115963,3280368904,25810534,74432321524,96489623872,3867024567207,100538255733,195255906488,126989446545,2283966902,0,214605250013,11168379834,21628322265,65232034858,259512786325
"BAC",2022-02-01,947952234174,659207643930,3182204298706,-167209860969,18529729599,3268939131,25822743,73665450307,77282799842,3980712489147,100600365956,200810698349,95779409769,2268918020,0,230333250013,8410961000,5900322265,65232034858,253063686325
"BAC",2022-03-01,1004844850644,632163360435,3262935445625,-176070385329,19111903250,3056694040,26034373,74594200005,73706966676,4075167660179,100669130844,203109004491,94061652779,2223711458,0,230333250013,4882418388,5900322265,65232034858,253063686325
"BAC",2022-04-01,1015697523385,578578633451,3341810319350,-176651128896,19613327295,3217059015,26069288,73765151589,97141686609,4142974901974,100735677511,199863914843,120708697267,2291800959,0,230333250013,3885578340,5900322265,65232034858,213055686325
"BAC",2022-05-01,1013796761007,571859531482,3448898107285,-182864963219,19709772949,4895520251,26276847,73479820097,76415393254,4199970789817,100804442400,222695732152,109285927349,2280979199,0,230333250013,-479208233,5900322265,65232034858,213055686325
"BAC",2022-06-01,1003646605954,600434344310,3503953694723,-182507538408,22312050904,5477578306,26303730,73654871537,83030941794,4183997480931,103871509900,322225385699,120182044919,2275648936,0,230333250013,-9218484400,5900322265,65232034858,195666936325
"BAC",2022-07-01,1022521854233,646208232423,3476825228072,-175061435520,23991703151,5913403148,26119196,75305975217,130827673828,4185223329898,100939753956,379981632595,153138690824,2299309267,0,230333250013,-14227137813,5900322265,72439061040,195666936324
"BAC",2022-08-01,1072307251388,619148669856,3406874985544,-171237518397,25278424608,5926997192,25892573,75034399657,83799394909,4170048231893,131015393844,317393158027,110881878955,1757150354,0,230333250013,-15836920050,5900322265,72439061040,195666936324
"BAC",2022-09-01,974140756288,617233518222,3373741922332,-171051587620,25926793441,5904180140,25666163,85969778700,83852038541,4065674224536,101075065511,347507489213,118247456055,1648166497,0,230333250013,-19079192249,5900322265,72439061040,177711656324
"BAC",2022-10-01,907929564088,621748077247,3390613965350,-167048460775,25538742471,5903215883,25554993,87166841467,83264033005,4030514310175,132452305400,300680959873,120768523886,1626706216,0,230333250013,-20165063846,5900322265,72439061040,177711656324
"BAC",2022-11-01,980448692634,607496337773,3403241997269,-157075780191,25452147407,5685187181,25346363,86941038843,88692018436,4107991796908,101210377067,321686253508,123021403605,1628546955,0,230333250013,-18853150156,5900322265,72439061040,177711656324
"BAC",2022-12-01,1040660240668,644423645852,3397059631279,-158763774955,27002395133,4986451061,25337045,102947239356,141450559394,4223580346844,90236186711,330817512927,148399390578,1629371321,0,230333250013,-4350792989,5900322265,72439061040,177711656324
"BAC",2023-01-01,1051688687585,609141525358,3213834577666,-144575188820,26069780459,4527448789,24859486,101320643330,97672690131,4068261723324,84196908689,277629972079,117578212819,1617861248,0,230333250013,-1740034324,5900322265,74138656952,257871255166
"BAC",2023-02-01,1059284522658,694853136458,3242025768430,-144393271821,24707177257,4235809659,24933064,100016855378,94751063375,4184688227571,84248502733,255301096495,122891622635,1634867715,0,230333250013,-1998181104,5900322265,74138656952,257871255166
"BAC",2023-03-01,969041502192,719402853852,3149788890734,-141826052173,22865168172,4068180098,24736857,99967980524,70961496794,4041676063102,79724324711,275670684352,71916907475,1688267441,0,230333250013,4913848819,5900322265,74138656952,243912300166
"BAC",2023-04-01,919897524505,781884560424,3183396748653,-147155475969,21592728675,3999476170,24785801,101717352929,116188320158,4081946367065,79776604044,277844272220,107248042353,1874518060,0,230333250013,10588426584,5900322265,74138656952,243912300166
"BAC",2023-05-01,847531864171,783681868101,3200833966613,-150540159669,18963025160,3594526387,24744889,99813561736,70901778803,4039888982598,76772359355,242567185548,75616069540,1721633200,0,230333250013,16804101719,5900322265,74138656952,243912300166
"BAC",2023-06-01,835728688252,788372586797,3245270150164,-154303663948,20423843211,3508578699,24774663,99058689431,86797658356,4058269884117,108829527577,249933792635,83023438151,1780231269,0,230333250013,16614858767,5900322265,74138656952,225088410166
"BAC",2023-07-01,827949485861,784653183196,3296549871586,-155178381437,20444068169,3047298551,24767487,98341496325,85898585840,4096024971178,83945017618,260329489603,91293579894,1764636912,0,230333250013,17226354107,5900322265,76665916718,225088410166
"BAC",2023-08-01,814574741131,837186914119,3279555268103,-157675756423,19842249797,3048359876,24678380,98506242709,83612447506,4168666865053,76926549311,214810658842,87338908651,1858336192,0,230333250013,19599313038,5900322265,76665916718,225088410166
"BAC",2023-09-01,781297143698,769098570757,3327858173648,-162084103290,19772545587,2681635919,24698301,97467799028,121156527282,4109264084677,73910428644,240966594634,111779322153,1943958621,0,230333250013,17595462244,5900322265,76665916718,217054110166
"BAC",2023-10-01,876484758275,749720667903,3356007843667,-162683336341,20286423068,3051460787,24639717,96896645698,97832700197,4199685671655,73960317289,249346942170,92912587832,1894052426,0,230333250013,16693180861,5900322265,76665916718,217054110166
"BAC",2023-11-01,937283033204,749319242593,3429775810969,-164759139464,19977345616,3392393366,24609943,96249752623,103830848170,4325890716204,71452374399,255001793822,99414305466,1898897352,0,230333250013,17102360030,5900322265,76665916718,217054110166
"BAC",2023-12-01,991804817300,796315646437,3440665371829,-164620906105,20296912747,3132088517,24532617,95801968853,192259683856,4438805770898,71500540821,278941320621,154665741852,1962576470,0,230333250013,20807779969,5900322265,76665916718,217481112535
"BAC",2024-01-01,927272193395,760991291966,3448928522900,-167450170063,22781420648,5588803852,24456683,94706248997,122470330480,4338947898629,69500973910,265800818814,104062203498,1817194518,0,230333250013,21360068848,5900322265,78715051928,258668667319
"BAC",2024-02-01,989806003881,840385240968,3439076354869,-157049623432,20498225351,5606336734,24419733,93496638485,118016442909,4448327270800,69544743932,261007164023,110573950859,2282791007,0,230333250013,20176187215,5900322265,78715051928,258668667319
"BAC",2024-03-01,949593750439,877976897057,3413055708130,-153758066342,18246121723,5527214211,24315418,92627020775,165577681942,4453961027260,66515932577,242787941018,135640126971,2921680395,0,230333250013,19682435655,5900322265,78715051928,258668667319
"BAC",2024-04-01,949235399640,882159239312,3432428664441,-154683021025,18019442674,5159046654,24327306,92623511765,102914232785,4465441658040,66559211910,247047324125,94933459791,2698939415,0,230333250013,18988656799,5900322265,78715051928,235935567319
"BAC",2024-05-01,952710927243,869806441360,3533290918297,-168858593568,18756827924,5232573831,24550503,92068401026,96280422964,4556982858833,66603933888,230256007230,95163766799,2960242676,0,230333250013,19283221853,5900322265,78715051928,235935567319
"BAC",2024-06-01,975185346535,866427349677,3600100022225,-160271394442,18973679540,5263106323,24570423,91490471293,151603438465,4640699283123,66647213221,228157985599,141162404649,3657039588,0,230333250013,19423397225,5900322265,78715051928,235935567319
"BAC",2024-07-01,947413739083,785089806941,3657681231581,-159800537353,18978228273,5251795773,24540435,90530101757,100861000360,4561449476361,66691935199,233626865387,106411206263,3093753993,0,230333250013,19285917361,5900322265,84558698883,235935567319
"BAC",2024-08-01,915460272145,805989648666,3704787870872,-160579857930,19252819258,4806016607,24476711,90209417490,127165643915,4611001058171,64679457177,228534871939,131288912469,2905797749,0,230333250013,21235399601,5900322265,84558698883,225393767319
"BAC",2024-09-01,913031237019,794548668028,3727599016357,-161881736653,19205005290,4585648320,24489670,91953499237,106060726342,4594510207193,64721403177,231802846749,121807046099,7950860002,0,230333250013,22302191789,5900322265,84558698883,225393767319
"BAC",2024-10-01,921496231381,757166166527,3732559390689,-163805663671,19800371804,4672806942,24411915,90844217274,102616867399,4567621881337,62704836266,239136791384,115104244265,8701855034,0,230333250013,20628775956,5900322265,84558698883,225393767319
"BAC",2024-11-01,963744967511,787800160268,3781419278019,-165804443732,19374754746,4501541887,24368325,90265149583,161529688458,4697305940322,60684204488,250089199998,144356704772,16210426036,0,230333250013,20680614727,5900322265,84558698883,225393767319
"BAC",2024-12-01,979325808877,843655642476,3828705092638,-164498423990,20526845440,3747022203,24381070,98234630245,161256324781,4773824718615,60724793133,286945808156,158326306626,8923986304,0,230333250013,19497460505,5900322265,84558698883,223425424231
"BAC",2025-01-01,979741205729,778032061320,3817250048991,-164483231394,22020467445,2839383395,24358901,97269413110,138861258476,4767573388829,0,279593760985,125113189783,10342204094,0,230333250013,17758139788,5900322265,87600914523,303398187590
"BAC",2025-02-01,1020042592516,822325059375,3843520650299,-166601495614,22261105246,3246066830,24338123,97500979919,121999254434,4850042319711,0,287309778285,126234169817,11026822644,0,230333250013,16717615337,5900322265,87600914523,303398187590
"BAC",2025-03-01,1020619382305,782457044272,3863668571241,-164954093122,20076627966,2749958631,24289821,99749072786,95692339288,4841877922381,0,275549287196,96958405301,7485898198,0,230333250013,16122505865,5900322265,87600914523,303398187590
"BAC",2025-04-01,976808188899,763575724437,3928179165288,-169232195905,17846335670,2526976931,24330412,96695751328,89581986881,4848904286846,0,267802515873,91162216464,8891061059,0,230333250013,16090587943,5900322265,87600914523,290674187590
"BAC",2025-05-01,914028195724,784756549469,3955601460399,-169631845761,20333521168,2624660377,24351189,96559317592,110631639794,4865490887723,0,237863462227,108283925072,3696404353,0,230333250013,15259345762,5900322265,87600914523,290674187590
"BAC",2025-06-01,971397688540,756966260593,3970774456077,-170716116708,19277925154,3003116609,24333411,96850551313,104184586522,4876295577001,0,267955725797,106410004469,8034687210,0,230333250013,15383105291,5900322265,87600914523,277994437590
"BAC",2025-07-01,1060512919764,731839279075,3994863173052,-171277431793,20680066661,3006288275,24334161,97447377973,101159142570,4869931137711,0,362771552194,101977461205,4515949995,0,230333250013,15373688520,5900322265,92258003929,277994437590
"BAC",2025-08-01,1072939473670,788236521003,3996349699841,-170354704289,22516365464,2885405849,24343800,98193724296,137069341541,4936387043951,0,359707567853,127206771480,13144730528,0,230333250013,15464289903,5900322265,92258003929,277994437590
"BAC",2025-09-01,982255020018,774802040199,4033218571419,-173187928867,22927484604,3010712874,24308992,97660237237,108841443302,4901267392842,0,326867308677,115077531144,8422148693,0,230333250013,16082736639,5900322265,92258003929,265336187590
"BAC",2025-10-01,979010808912,747492448692,4073682433209,-174190638165,22546707691,3101287446,24292284,96718467953,111468286784,4918596574945,0,316754256827,115699699786,4273954108,0,230333250013,16355364732,5900322265,92258003929,265336187590
"BAC",2025-11-01,1069126870442,758260481262,4066613946236,-172135549572,21778810598,3176715596,24206069,96304173425,187641156694,5057799145509.01,0,300856209287,155960208118,13298359919.99,0,230333250013,17134377443,5900322265,92258003929,255866587590
"BAC",2025-12-01,1094989455785.05,845448420990,4096275900081,-172549679842,21660869679,2830102272,24259940,95624554635,155030262440.95,5196311146576,0,271901321510,139299911774,8072318935,0,230333250013,18895610230,5900322265,92258003932,256322244351
"BCT",2015-01-01,40167811228.1,39061792731.9,150255054006.66,-3610322928.55,4264951558.46,39804980.68,0,676171903.84,1615055393.08,162116748762.36,0,28609510033.16,7010253969.15,8144303576.44,0,2.05e+10,134157012.68,0,2597226346.95,6806253189.49
"BCT",2015-02-01,31691181774.55,32899775098.84,151450022506.27,-3600830765.73,52769151.57,16655467.56,0,674435677.23,1317021940.43,154699902421.06,0,27434298955.9,2225077015.31,3513962455.63,0,2.05e+10,-12674061.65,0,2042881566.95,7458978291.78
"BCT",2015-03-01,30154930375.03,31128866186.44,153351666762.79,-3594986054.37,4447961807.14,15862350.2,0,655800201.54,1630140819.57,152873042420.22,0,29937535296.78,5871914920.26,2365117932.95,0,2.05e+10,-6006317.67,0,2042881566.95,7458978291.78
"BCT",2015-04-01,30023930492.9,37449849337.99,151651219548.75,-3590196027.77,569730183.79,15069232.84,0,637164725.81,1389210423.42,154355714609.62,0,32509197149.13,1890766237.11,2480394308.26,0,2.05e+10,6428833.74,0,2042881566.95,7458978291.78
"BCT",2015-05-01,41496353665.1,27258781446.54,150221713728.61,-3607686216.67,12823839371.26,14276115.48,0,620539408.81,1344749117.11,154744065312.75,0,30459204971.16,14057309245.36,3684012465.35,0,2.05e+10,23949410.39,0,2042881566.95,7458978291.78
"BCT",2015-06-01,30881559699.76,49862597581.94,155714642715.41,-3600918656.14,199121114.11,13482998.12,0,661615236.91,1662535356.74,163712057941.32,0,40927771341.67,1458745820.84,1907983758.07,0,2.05e+10,33699697.91,0,2138225195.39,7363634663.34
